EnergyDCTDelta,EnergyIDCTDelta,EnergyFFTDelta,EnergyIFFTDelta,EnergyDWTcADelta,EnergyDWTcDDelta,EnergySTFTDelta,EnergyWVDDelta,EnergyDCTTheta,EnergyIDCTTheta,EnergyFFTTheta,EnergyIFFTTheta,EnergyDWTcATheta,EnergyDWTcDTheta,EnergySTFTTheta,EnergyWVDTheta,EnergyDCTAlphaLow,EnergyIDCTAlphaLow,EnergyFFTAlphaLow,EnergyIFFTAlphaLow,EnergyDWTcAAlphaLow,EnergyDWTcDAlphaLow,EnergySTFTAlphaLow,EnergyWVDAlphaLow,EnergyDCTAlphaHigh,EnergyIDCTAlphaHigh,EnergyFFTAlphaHigh,EnergyIFFTAlphaHigh,EnergyDWTcAAlphaHigh,EnergyDWTcDAlphaHigh,EnergySTFTAlphaHigh,EnergyWVDAlphaHigh,EnergyDCTBetaLow,EnergyIDCTBetaLow,EnergyFFTBetaLow,EnergyIFFTBetaLow,EnergyDWTcABetaLow,EnergyDWTcDBetaLow,EnergySTFTBetaLow,EnergyWVDBetaLow,EnergyDCTBetaHigh,EnergyIDCTBetaHigh,EnergyFFTBetaHigh,EnergyIFFTBetaHigh,EnergyDWTcABetaHigh,EnergyDWTcDBetaHigh,EnergySTFTBetaHigh,EnergyWVDBetaHigh,EnergyDCTGammaLow,EnergyIDCTGammaLow,EnergyFFTGammaLow,EnergyIFFTGammaLow,EnergyDWTcAGammaLow,EnergyDWTcDGammaLow,EnergySTFTGammaLow,EnergyWVDGammaLow,EnergyDCTGammaMid,EnergyIDCTGammaMid,EnergyFFTGammaMid,EnergyIFFTGammaMid,EnergyDWTcAGammaMid,EnergyDWTcDGammaMid,EnergySTFTGammaMid,EnergyWVDGammaMid,Level
1.45E+17,1.31E+17,6.57E+16,1.95E+13,5.94E+14,5.39E+14,2.543103448,2.89E+32,6.20E+17,4.89E+17,2.44E+17,7.27E+13,2.42E+15,1.80E+15,2.543103448,1.25E+33,2.97E+17,2.61E+17,1.30E+17,3.87E+13,1.40E+15,8.41E+14,2.543103448,6.22E+32,2.16E+17,1.96E+17,9.78E+16,2.91E+13,8.44E+14,8.42E+14,2.543103448,4.44E+32,1.77E+17,1.46E+17,8.14E+16,2.42E+13,7.02E+14,7.01E+14,2.543103448,3.61E+32,2.56E+17,2.12E+17,1.14E+17,3.39E+13,9.84E+14,9.82E+14,2.543103448,5.22E+32,1.39E+17,1.30E+17,6.51E+16,1.94E+13,5.62E+14,5.61E+14,2.543103448,2.83E+32,3.31E+16,3.25E+16,1.63E+16,4.83E+12,1.40E+14,1.40E+14,2.543103448,6.84E+31,1
4.44E+17,3.66E+17,1.83E+17,5.25E+13,1.86E+15,1.24E+15,2.457627119,9.20E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.40E+15,1.25E+15,2.457627119,1.10E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.61E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.02E+14,2.457627119,3.72E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.61E+14,2.457627119,3.17E+32,3.38E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.22E+31,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,4.89E+11,3.31E+11,1.66E+11,47560181.37,2028862281,783860309,2.457627119,7.54E+20,1
2.28E+17,2.01E+17,1.00E+17,2.89E+13,8.74E+14,8.29E+14,2.457627119,4.62E+32,4.81E+17,3.98E+17,1.99E+17,5.71E+13,2.53E+15,8.41E+14,2.457627119,9.94E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,8.45E+14,2.79E+14,2.457627119,2.17E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.30E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,9.84E+14,4.21E+14,2.457627119,2.93E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,2.99E+32,2.07E+12,1.23E+12,6.17E+11,177193722.8,9164126548,1498672322,2.457627119,5.64E+21,6.06E+11,3.79E+11,1.89E+11,54404081.27,2630550227,646629004.5,2.457627119,7.77E+20,1
2.26E+17,2.00E+17,1.00E+17,2.87E+13,1.19E+15,5.05E+14,2.457627119,4.54E+32,3.03E+17,2.65E+17,1.32E+17,3.81E+13,1.84E+15,6.90E+14,2.457627119,6.23E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,1.04E+17,9.93E+16,4.97E+16,1.43E+13,4.21E+14,4.20E+14,2.457627119,2.16E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,8.42E+14,2.81E+14,2.457627119,2.93E+32,1.30E+12,7.97E+11,3.99E+11,114489990.9,5368391094,1402767332,2.457627119,2.41E+21,4.21E+11,2.70E+11,1.35E+11,38832731.39,1799111978,492207530,2.457627119,4.05E+20,1
2.34E+17,2.03E+17,1.01E+17,2.91E+13,9.22E+14,7.96E+14,2.457627119,4.56E+32,5.31E+17,4.31E+17,2.16E+17,6.20E+13,2.42E+15,1.23E+15,2.457627119,1.09E+33,2.19E+17,1.99E+17,9.94E+16,2.85E+13,1.26E+15,7.01E+14,2.457627119,4.77E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.97E+15,8.42E+14,2.457627119,7.26E+32,2.19E+17,1.99E+17,9.95E+16,2.86E+13,1.27E+15,7.02E+14,2.457627119,4.54E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.54E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.23E+14,4.20E+14,2.457627119,2.30E+32,6.87E+16,6.64E+16,3.32E+16,9.54E+12,2.82E+14,2.81E+14,2.457627119,1.43E+32,1
1.50E+17,1.35E+17,6.75E+16,1.94E+13,6.14E+14,5.31E+14,2.457627119,2.94E+32,3.91E+17,3.32E+17,1.66E+17,4.76E+13,1.42E+15,1.39E+15,2.457627119,8.17E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,8.43E+14,2.81E+14,2.457627119,2.19E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.85E+14,9.80E+14,2.457627119,5.39E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.56E+32,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.55E+15,9.79E+14,2.457627119,6.30E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.20E+31,6.75E+11,4.11E+11,2.05E+11,59022786.42,3074908058,436997310,2.457627119,6.33E+20,1
2.67E+17,2.30E+17,1.15E+17,3.42E+13,1.31E+15,6.71E+14,2.543103448,5.23E+32,4.29E+17,3.59E+17,1.79E+17,5.33E+13,1.56E+15,1.53E+15,2.543103448,8.97E+32,2.97E+17,2.60E+17,1.30E+17,3.87E+13,1.13E+15,1.12E+15,2.543103448,6.21E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,9.84E+14,9.81E+14,2.543103448,5.30E+32,2.16E+17,1.95E+17,9.77E+16,2.90E+13,8.44E+14,8.41E+14,2.543103448,4.44E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,1.26E+15,7.01E+14,2.543103448,5.21E+32,1.39E+17,1.30E+17,6.51E+16,1.94E+13,5.62E+14,5.61E+14,2.543103448,2.83E+32,3.97E+11,2.65E+11,1.33E+11,39434788.09,1915133530,372084179.5,2.543103448,4.10E+20,1
3.11E+17,2.67E+17,1.34E+17,3.84E+13,1.19E+15,1.07E+15,2.457627119,6.48E+32,3.89E+17,3.32E+17,1.66E+17,4.76E+13,1.97E+15,8.40E+14,2.457627119,8.27E+32,3.01E+17,2.65E+17,1.33E+17,3.81E+13,2.39E+15,1.40E+14,2.457627119,6.31E+32,2.19E+17,1.99E+17,9.94E+16,2.85E+13,1.55E+15,4.20E+14,2.457627119,4.53E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.82E+14,2.80E+14,2.457627119,1.49E+32,3.38E+16,3.32E+16,1.66E+16,4.76E+12,5.62E+14,1288235359,2.457627119,7.22E+31,6.85E+16,6.62E+16,3.31E+16,9.51E+12,5.61E+14,888977621,2.457627119,1.42E+32,4.11E+11,2.80E+11,1.40E+11,40286552.68,2271799487,198790162.5,2.457627119,6.67E+20,1
1.11E+17,1.01E+17,5.03E+16,1.49E+13,4.49E+14,4.18E+14,2.543103448,2.21E+32,5.72E+17,4.57E+17,2.28E+17,6.79E+13,3.11E+15,8.25E+14,2.543103448,1.16E+33,1.77E+17,1.63E+17,8.14E+16,2.42E+13,7.03E+14,7.01E+14,2.543103448,3.61E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,9.85E+14,9.80E+14,2.543103448,5.21E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,9.85E+14,9.81E+14,2.543103448,5.21E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,9.85E+14,9.80E+14,2.543103448,5.21E+32,3.32E+16,3.26E+16,1.63E+16,4.84E+12,1.41E+14,1.40E+14,2.543103448,6.87E+31,3.32E+16,3.26E+16,1.63E+16,4.84E+12,1.41E+14,1.40E+14,2.543103448,6.86E+31,1
1.10E+17,1.00E+17,5.00E+16,1.49E+13,4.53E+14,4.09E+14,2.543103448,2.11E+32,2.99E+17,2.61E+17,1.30E+17,3.87E+13,1.13E+15,1.11E+15,2.543103448,6.08E+32,2.97E+17,2.61E+17,1.30E+17,3.87E+13,1.13E+15,1.12E+15,2.543103448,6.08E+32,2.16E+17,1.95E+17,9.77E+16,2.90E+13,8.45E+14,8.39E+14,2.543103448,4.43E+32,2.97E+17,2.60E+17,1.30E+17,3.87E+13,1.13E+15,1.12E+15,2.543103448,6.21E+32,2.56E+17,2.28E+17,1.14E+17,3.39E+13,9.85E+14,9.80E+14,2.543103448,5.30E+32,1.39E+17,1.30E+17,6.51E+16,1.94E+13,5.62E+14,5.61E+14,2.543103448,3.02E+32,6.75E+16,6.52E+16,3.26E+16,9.69E+12,2.81E+14,2.81E+14,2.543103448,1.37E+32,1
1.92E+17,1.69E+17,8.45E+16,2.43E+13,1.05E+15,3.79E+14,2.457627119,3.76E+32,5.30E+17,4.31E+17,2.16E+17,6.19E+13,2.54E+15,1.39E+15,2.457627119,1.10E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.45E+14,8.40E+14,2.457627119,4.61E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.41E+15,8.41E+14,2.457627119,6.26E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.64E+14,5.60E+14,2.457627119,3.16E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,2.93E+32,1.04E+17,9.93E+16,4.96E+16,1.43E+13,4.21E+14,4.20E+14,2.457627119,2.16E+32,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.25E+31,1
1.21E+17,1.05E+17,5.27E+16,1.51E+13,4.67E+14,4.28E+14,2.457627119,2.20E+32,3.48E+17,2.98E+17,1.49E+17,4.29E+13,1.57E+15,9.62E+14,2.457627119,7.14E+32,4.80E+17,3.81E+17,1.99E+17,5.71E+13,1.98E+15,1.39E+15,2.457627119,9.99E+32,5.28E+17,4.31E+17,2.16E+17,6.19E+13,2.96E+15,6.95E+14,2.457627119,1.09E+33,1.83E+17,1.50E+17,8.32E+16,2.39E+13,7.14E+14,6.98E+14,2.457627119,3.73E+32,2.61E+17,2.16E+17,1.16E+17,3.34E+13,9.89E+14,9.79E+14,2.457627119,5.52E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,7.03E+14,1.40E+14,2.457627119,2.16E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,8.43E+14,2.81E+14,2.457627119,3.00E+32,1
3.60E+17,3.02E+17,1.51E+17,4.34E+13,1.59E+15,9.73E+14,2.457627119,7.22E+32,4.81E+17,3.98E+17,1.99E+17,5.71E+13,1.98E+15,1.40E+15,2.457627119,1.04E+33,1.42E+17,1.33E+17,6.63E+16,1.91E+13,5.63E+14,5.61E+14,2.457627119,2.94E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.53E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.72E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.71E+32,7.62E+11,5.02E+11,2.51E+11,72165818.69,4380152591,844840712.5,2.457627119,1.95E+21,1
4.96E+17,4.00E+17,2.00E+17,5.75E+13,2.29E+15,1.10E+15,2.457627119,1.03E+33,3.47E+17,2.98E+17,1.49E+17,4.29E+13,1.84E+15,6.87E+14,2.457627119,7.14E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.74E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,6.87E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.81E+14,2.457627119,1.49E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.19E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,7.02E+14,1.40E+14,2.457627119,2.18E+32,3.38E+16,3.31E+16,1.66E+16,4.76E+12,1.40E+14,1.40E+14,2.457627119,7.21E+31,1
2.26E+17,2.00E+17,1.00E+17,2.88E+13,8.57E+14,8.40E+14,2.457627119,4.56E+32,4.81E+17,3.98E+17,1.99E+17,5.71E+13,1.70E+15,1.67E+15,2.457627119,9.99E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.46E+14,8.39E+14,2.457627119,4.56E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.24E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.86E+32,2.19E+17,1.99E+17,9.94E+16,2.85E+13,8.44E+14,8.40E+14,2.457627119,4.53E+32,3.37E+16,3.31E+16,1.66E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.25E+31,1
1.89E+17,1.68E+17,8.39E+16,2.41E+13,7.84E+14,6.38E+14,2.457627119,3.80E+32,9.47E+17,6.96E+17,3.48E+17,1.00E+14,4.09E+15,1.81E+15,2.457627119,1.98E+33,2.20E+17,1.99E+17,9.95E+16,2.86E+13,8.45E+14,8.42E+14,2.457627119,4.61E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.74E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,2.95E+32,3.44E+17,2.81E+17,1.49E+17,4.28E+13,1.26E+15,1.26E+15,2.457627119,7.11E+32,1.80E+17,1.49E+17,8.29E+16,2.38E+13,9.84E+14,4.21E+14,2.457627119,3.87E+32,5.52E+11,3.60E+11,1.80E+11,51775191.73,2331679208,769106900,2.457627119,1.10E+21,1
1.10E+17,1.01E+17,5.03E+16,1.45E+13,4.42E+14,4.11E+14,2.457627119,2.17E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.11E+15,1.54E+15,2.457627119,1.14E+33,5.26E+17,4.31E+17,2.15E+17,6.19E+13,2.11E+15,1.54E+15,2.457627119,1.09E+33,4.79E+17,3.97E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,1.00E+33,1.80E+17,1.65E+17,8.27E+16,2.38E+13,7.02E+14,7.00E+14,2.457627119,3.85E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.74E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.74E+32,6.86E+16,6.63E+16,3.32E+16,9.52E+12,2.81E+14,2.81E+14,2.457627119,1.42E+32,2
2.74E+17,2.19E+17,1.18E+17,3.38E+13,1.29E+15,7.02E+14,2.457627119,5.42E+32,4.81E+17,3.98E+17,1.99E+17,5.71E+13,1.70E+15,1.67E+15,2.457627119,9.94E+32,3.01E+17,2.48E+17,1.32E+17,3.81E+13,1.12E+15,1.12E+15,2.457627119,6.30E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.26E+15,1.26E+15,2.457627119,7.25E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.19E+31,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.80E+14,2.457627119,5.39E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.60E+32,1.18E+12,7.31E+11,3.66E+11,105011212.5,5018495802,1206110136,2.457627119,2.49E+21,2
1.15E+17,8.62E+16,5.14E+16,1.48E+13,4.57E+14,4.14E+14,2.457627119,2.20E+32,6.28E+17,4.97E+17,2.49E+17,7.14E+13,3.10E+15,1.39E+15,2.457627119,1.29E+33,3.44E+17,2.98E+17,1.49E+17,4.29E+13,1.55E+15,9.81E+14,2.457627119,7.15E+32,3.01E+17,2.48E+17,1.32E+17,3.80E+13,1.68E+15,5.60E+14,2.457627119,6.24E+32,2.19E+17,1.99E+17,9.94E+16,2.85E+13,8.45E+14,8.39E+14,2.457627119,4.53E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.14E+32,5.27E+17,4.31E+17,2.16E+17,6.19E+13,2.39E+15,1.26E+15,2.457627119,1.09E+33,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,2
3.06E+17,2.66E+17,1.33E+17,3.81E+13,1.14E+15,1.11E+15,2.457627119,6.24E+32,8.34E+17,6.29E+17,3.15E+17,9.04E+13,3.24E+15,2.09E+15,2.457627119,1.73E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.05E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.95E+32,3.38E+16,3.31E+16,1.66E+16,4.76E+12,1.40E+14,1.40E+14,2.457627119,6.98E+31,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.55E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.93E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.81E+14,2.457627119,1.42E+32,2
3.15E+17,2.68E+17,1.34E+17,3.85E+13,1.18E+15,1.09E+15,2.457627119,6.26E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.54E+15,1.39E+15,2.457627119,1.09E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.13E+15,5.60E+14,2.457627119,4.61E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,8.42E+14,2.81E+14,2.457627119,2.95E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,8.43E+14,2.81E+14,2.457627119,2.93E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.04E+14,7.00E+14,2.457627119,3.74E+32,7.79E+17,5.96E+17,2.98E+17,8.56E+13,3.37E+15,1.68E+15,2.457627119,1.62E+33,6.85E+16,6.62E+16,3.31E+16,9.51E+12,5.61E+14,2960247729,2.457627119,1.42E+32,2
4.18E+16,3.73E+16,1.87E+16,5.36E+12,1.68E+14,1.49E+14,2.457627119,7.01E+31,3.92E+17,3.32E+17,1.66E+17,4.77E+13,1.71E+15,1.10E+15,2.457627119,8.38E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,2.53E+15,2.79E+14,2.457627119,7.12E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,9.82E+14,4.21E+14,2.457627119,3.16E+32,2.19E+17,1.99E+17,9.94E+16,2.85E+13,8.43E+14,8.41E+14,2.457627119,4.60E+32,8.33E+17,6.30E+17,3.15E+17,9.04E+13,4.49E+15,1.12E+15,2.457627119,1.73E+33,7.27E+17,5.63E+17,2.82E+17,8.09E+13,2.96E+15,1.82E+15,2.457627119,1.52E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.74E+32,2
1.87E+17,1.67E+17,8.35E+16,2.40E+13,7.54E+14,6.61E+14,2.457627119,3.80E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.67E+15,9.79E+14,2.457627119,1.10E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.79E+14,2.457627119,7.18E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.26E+15,7.01E+14,2.457627119,5.39E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,3.00E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.09E+32,4.79E+17,3.98E+17,1.99E+17,5.71E+13,2.67E+15,9.81E+14,2.457627119,9.91E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.98E+31,2
4.06E+17,3.34E+17,1.67E+17,4.80E+13,2.55E+15,2.80E+14,2.457627119,8.04E+32,1.06E+17,9.96E+16,4.98E+16,1.43E+13,4.24E+14,4.20E+14,2.457627119,2.19E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.69E+15,5.60E+14,2.457627119,5.40E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.04E+14,6.99E+14,2.457627119,3.72E+32,6.88E+16,6.63E+16,3.32E+16,9.53E+12,2.82E+14,2.80E+14,2.457627119,1.42E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.65E+14,5.58E+14,2.457627119,2.93E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,9.83E+14,4.20E+14,2.457627119,3.78E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.81E+14,2.457627119,1.42E+32,2
1.62E+17,1.39E+17,6.94E+16,1.99E+13,8.98E+14,2.79E+14,2.457627119,3.02E+32,4.40E+17,3.65E+17,1.82E+17,5.24E+13,1.86E+15,1.23E+15,2.457627119,9.03E+32,4.35E+17,3.65E+17,1.82E+17,5.24E+13,1.98E+15,1.39E+15,2.457627119,8.98E+32,2.21E+17,1.99E+17,9.95E+16,2.86E+13,1.27E+15,6.96E+14,2.457627119,4.60E+32,1.83E+17,1.66E+17,8.30E+16,2.38E+13,7.07E+14,7.01E+14,2.457627119,3.72E+32,6.28E+17,4.97E+17,2.49E+17,7.14E+13,3.10E+15,1.39E+15,2.457627119,1.30E+33,5.29E+17,4.31E+17,2.15E+17,6.19E+13,3.09E+15,8.40E+14,2.457627119,1.10E+33,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.13E+14,6.91E+14,2.457627119,3.86E+32,2
2.32E+17,2.01E+17,1.01E+17,2.89E+13,9.04E+14,8.04E+14,2.457627119,4.55E+32,2.62E+17,2.32E+17,1.16E+17,3.33E+13,9.90E+14,9.77E+14,2.457627119,5.44E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,8.42E+14,2.81E+14,2.457627119,2.95E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.72E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.37E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.50E+32,3.37E+16,3.31E+16,1.66E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,7.20E+31,2
